id,title,year,source,query,run_date,stage,decision,reason,type,era,evidence_kind,screener1,screener2,category
doi:10.1016/j.neunet.2022.06.041,Breaking CAPTCHA with Capsule Networks,2022,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,include,both screeners: Evaluates ML attack (Capsule Networks) solving image CAPTCHAs,CAPTCHA,,,include,include,A
doi:10.1145/1077246.1077255,Preventing bots from playing online games,2005,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,exclude,"both screeners: CAPTCHA proposal for online games, outside web, no evaluation",,,,exclude,exclude,-
doi:10.1117/12.3038736,Research on operating system login options from the perspective of HID attack,2024,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,exclude,"both screeners: HID hardware attacks on OS login, not web client-side anti-automation",,,,exclude,exclude,-
doi:10.31979/etd.ms4h-hj9x,Twitter Bot Detection using NLP and Graph Classification,2023,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,exclude,"both screeners: Social media bot detection from posts/graphs, not client-side anti-automation",,,,exclude,exclude,-
s2:33aa74e3c5759467058e881183de08b026c6bdb5,Let The Right One In: Attestation as a Usable CAPTCHA Alternative,2022,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,include,"both screeners: Peer-reviewed study of attestation tokens as CAPTCHA alternative, a client-side anti-automation mechanism",IV,,,include,include,M
doi:10.1109/BigData62323.2024.10825034,Seeing the Unseen: A Forecast of Cybersecurity Threats Posed by Vision Language Models,2024,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,include,both screeners: Evaluates LVLM attacks bypassing CAPTCHA/reCAPTCHA challenges,CAPTCHA,,,include,include,A
doi:10.1109/ENC68268.2025.11311880,OCR Model for Text-Based CAPTCHA Recognition,2025,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,include,both screeners: Evaluates CNN-based OCR attack solving text CAPTCHAs from a real web portal,CAPTCHA,,,include,include,A
s2:3509c5617d848ef49113b4adbc7f796ced41c907,Research Statement of Kirill Levchenko,2017,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,exclude,"both screeners: Research statement, not peer-reviewed research with evaluation",,,,exclude,exclude,-
s2:35d526876c420234de114a3ecbdc1e6d673278b3,A NALYSIS OF DDOS A TTACKS AND S OLUTIONS FOR C LOUD C OMPUTING E NVIRONMENT,2015,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,exclude,"both screeners: DDoS mitigation in cloud; network-level, not client-side anti-automation",,,,exclude,exclude,-
doi:10.37005/2071-9612-2020-2-40-48,CAPTCHA recognition based on a generative-adversarial network,2020,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,include,both screeners: Evaluates GAN-based automated text CAPTCHA solver attack,CAPTCHA,,,include,include,A
doi:10.1109/EuroSP.2016.37,I am Robot: (Deep) Learning to Break Semantic Image CAPTCHAs,2016,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,include (already cited as [19]),both screeners: Evaluates deep learning attack solving image reCAPTCHA and Facebook CAPTCHA challenges,CAPTCHA,pre-VLM,attack evaluation,include,include,A
doi:10.23939/mmc2025.03.972,Advanced text-based transformer architecture for malicious social bots detection,2025,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,exclude,"both screeners: Social media bot detection from account content, not client-side anti-automation",,,,exclude,exclude,-
doi:10.1109/ICME59968.2025.11208980,Enhancing Dynamic CAPTCHA Verification Based on Multimodal Trustworthiness Fusion Network,2025,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,include,both screeners: Evaluates a multimodal dynamic gesture CAPTCHA distinguishing humans from bots,CAPTCHA,,,include,include,M
doi:10.1109/ACCESS.2021.3060623,T-CREo: A Twitter Credibility Analysis Framework,2021,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,exclude,"both screeners: Social media content credibility analysis, not client-side anti-automation or bot detection.",,,,exclude,exclude,-
doi:10.1109/ETCM53643.2021.9590750,Text-based CAPTCHA Vulnerability Assessment using a Deep Learning-based Solver,2021,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,include,both screeners: Evaluates deep learning attack breaking text-based CAPTCHAs with high accuracy,CAPTCHA,,,include,include,A
doi:10.1109/ICCSDFAI70505.2026.11647874,Behavior-Based Risk Scoring for Adaptive CAPTCHA: Design and Preliminary Evaluation,2026,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,include,both screeners: Evaluates behavioral-biometrics bot detection for adaptive web CAPTCHA,III,,,include,include,M
doi:10.1109/InCIT66780.2025.11276117,Design and Implementation of a Multi-Layered Security Platform for IoT Device Management,2025,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,exclude,"both screeners: IoT platform security (TOTP, rate limiting); CAPTCHA only future work",,,,exclude,exclude,-
doi:10.22214/ijraset.2024.59085,Detecting Malicious Twitter Bots using Machine Learning,2024,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,exclude,both screeners: Social-media bot detection from tweets; not client-side web anti-automation,,,,exclude,exclude,-
s2:3937588da050d53dab1dfa1e4e6c4b87a527f52b,PHP 5 E-commerce Development,2010,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,exclude,"both screeners: E-commerce development book, not research on anti-automation mechanisms",,,,exclude,exclude,-
doi:10.63619/ijai4s.v1i2.001,Adaptive Cross-Platform Web Crawling System Design via Deep Reinforcement Learning and Privacy Protection,2025,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,include,both screeners: DRL crawler adapts to evade CAPTCHAs and anti-crawling mechanisms; evaluated attack,II,,,include,include,A
doi:10.1109/ACCESS.2024.3430859,A Hybrid Deep Learning Architecture for Social Media Bots Detection Based on BiGRU-LSTM and GloVe Word Embedding,2024,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,exclude,both screeners: Social media bot detection from posts; not client-side anti-automation,,,,exclude,exclude,-
doi:10.55041/ijsmt.v2i5.047,Web-Based Intrusion Detection System for Login Attack Detection using Deep Learning Techniques,2026,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,exclude,"both screeners: Server-side IDS on login logs, not client-side anti-automation mechanism",,,,exclude,exclude,-
doi:10.1109/ICDSG67714.2025.11381310,Bot Detection on Twitter Using Neural Network,2025,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,exclude,"both screeners: Social-media bot account detection, not client-side anti-automation",,,,exclude,exclude,-
doi:10.22214/IJRASET.2021.36710,Completely Automated Captcha Solver,2021,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,include,both screeners: Evaluates deep-learning automated solver against audio/text CAPTCHAs,CAPTCHA,,,include,include,A
doi:10.55041/ijsrem25605,EFFICIENT AND EXPRESSIVE SEARCH OVER ENCRYPTED DATA WITH MULTI FACTOR AUTHENTICATION SCHEME,2023,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,exclude,both screeners: CAPTCHA merely as MFA component in encrypted cloud search; not anti-automation research,,,,exclude,exclude,-
doi:10.14419/h8f10w38,Countering AI-Driven Adversaries: An Adaptive Deception‎Framework for Resilient Web Security,2025,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,include,both screeners: Evaluates client-side DOM/JavaScript deception traps and behavioral scoring for bot detection,I,,,include,include,M
doi:10.1109/ICSFT66733.2026.11507596,Adversarial Attack & Defense on Image-Based CAPTCHA,2026,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,include,both screeners: Evaluates adversarial attacks on CNN CAPTCHA solvers and defenses,CAPTCHA,,,include,include,A
doi:10.5121/ijci.2026.150207,A METHODOLOGICAL APPROACH TO CALLIGRAPHIC OBFUSCATION,2026,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,exclude,adjudicated: Framework proposal for calligraphic CAPTCHA; no evaluation reported,,,,exclude,include,-
